"","year","state","state_po","state_fips","state_cen","state_ic","office","candidate","party_detailed","writein","candidatevotes","totalvotes","version","notes","party_simplified"
"596",1980,"OKLAHOMA","OK",40,73,53,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,38284,1149708,20210113,NA,"OTHER"
"597",1980,"OKLAHOMA","OK",40,73,53,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,13828,1149708,20210113,NA,"LIBERTARIAN"
"598",1980,"OREGON","OR",41,92,72,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,571044,1181516,20210113,NA,"REPUBLICAN"
"599",1980,"OREGON","OR",41,92,72,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,456890,1181516,20210113,NA,"DEMOCRAT"
"600",1980,"OREGON","OR",41,92,72,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,112389,1181516,20210113,NA,"OTHER"
"601",1980,"OREGON","OR",41,92,72,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,25838,1181516,20210113,NA,"LIBERTARIAN"
"602",1980,"OREGON","OR",41,92,72,"US PRESIDENT","COMMONER, BARRY","CITIZENS",FALSE,13642,1181516,20210113,NA,"OTHER"
"603",1980,"OREGON","OR",41,92,72,"US PRESIDENT","","",TRUE,1713,1181516,20210113,NA,"OTHER"
"604",1980,"PENNSYLVANIA","PA",42,23,14,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,2261872,4561501,20210113,NA,"REPUBLICAN"
"605",1980,"PENNSYLVANIA","PA",42,23,14,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,1937540,4561501,20210113,NA,"DEMOCRAT"
"606",1980,"PENNSYLVANIA","PA",42,23,14,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,292921,4561501,20210113,NA,"OTHER"
"607",1980,"PENNSYLVANIA","PA",42,23,14,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,33263,4561501,20210113,NA,"LIBERTARIAN"
"608",1980,"PENNSYLVANIA","PA",42,23,14,"US PRESIDENT","DEBERRY, CLIFTON","SOCIALIST WORKERS",FALSE,20291,4561501,20210113,NA,"OTHER"
"609",1980,"PENNSYLVANIA","PA",42,23,14,"US PRESIDENT","COMMONER, BARRY","CITIZENS",FALSE,10430,4561501,20210113,NA,"OTHER"
"610",1980,"PENNSYLVANIA","PA",42,23,14,"US PRESIDENT","HALL, GUS","COMMUNIST PARTY USE",FALSE,5184,4561501,20210113,NA,"OTHER"
"611",1980,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,198342,415967,20210113,NA,"DEMOCRAT"
"612",1980,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,154793,415967,20210113,NA,"REPUBLICAN"
"613",1980,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,59819,415967,20210113,NA,"OTHER"
"614",1980,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,2458,415967,20210113,NA,"LIBERTARIAN"
"615",1980,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","HALL, GUS","COMMUNIST PARTY USE",FALSE,218,415967,20210113,NA,"OTHER"
"616",1980,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","MCREYNOLDS, DAVID","SOCIALIST",FALSE,170,415967,20210113,NA,"OTHER"
"617",1980,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","DEBERRY, CLIFTON","SOCIALIST WORKERS",FALSE,90,415967,20210113,NA,"OTHER"
"618",1980,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","GRISWOLD, DEIRDRE","WORKERS WORLD",FALSE,77,415967,20210113,NA,"OTHER"
"619",1980,"SOUTH CAROLINA","SC",45,57,48,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,439277,888258,20210113,NA,"REPUBLICAN"
"620",1980,"SOUTH CAROLINA","SC",45,57,48,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,428220,888258,20210113,NA,"DEMOCRAT"
"621",1980,"SOUTH CAROLINA","SC",45,57,48,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,13868,888258,20210113,NA,"OTHER"
"622",1980,"SOUTH CAROLINA","SC",45,57,48,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,4807,888258,20210113,NA,"LIBERTARIAN"
"623",1980,"SOUTH CAROLINA","SC",45,57,48,"US PRESIDENT","RARICK, JOHN","AMERICAN INDEPENDENT PARTY",FALSE,2086,888258,20210113,NA,"OTHER"
"624",1980,"SOUTH DAKOTA","SD",46,45,37,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,198343,327703,20210113,NA,"REPUBLICAN"
"625",1980,"SOUTH DAKOTA","SD",46,45,37,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,103855,327703,20210113,NA,"DEMOCRAT"
"626",1980,"SOUTH DAKOTA","SD",46,45,37,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,21431,327703,20210113,NA,"OTHER"
"627",1980,"SOUTH DAKOTA","SD",46,45,37,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,3824,327703,20210113,NA,"LIBERTARIAN"
"628",1980,"SOUTH DAKOTA","SD",46,45,37,"US PRESIDENT","PULLEY, ANDREW","SOCIALIST WORKERS",FALSE,250,327703,20210113,NA,"OTHER"
"629",1980,"TENNESSEE","TN",47,62,54,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,787761,1617616,20210113,NA,"REPUBLICAN"
"630",1980,"TENNESSEE","TN",47,62,54,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,783051,1617616,20210113,NA,"DEMOCRAT"
"631",1980,"TENNESSEE","TN",47,62,54,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,35991,1617616,20210113,NA,"OTHER"
"632",1980,"TENNESSEE","TN",47,62,54,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,7116,1617616,20210113,NA,"LIBERTARIAN"
"633",1980,"TENNESSEE","TN",47,62,54,"US PRESIDENT","COMMONER, BARRY","CITIZENS",FALSE,1112,1617616,20210113,NA,"OTHER"
"634",1980,"TENNESSEE","TN",47,62,54,"US PRESIDENT","BUBAR, BENJAMIN """"BEN""""","STATESMAN",FALSE,521,1617616,20210113,NA,"OTHER"
"635",1980,"TENNESSEE","TN",47,62,54,"US PRESIDENT","MCREYNOLDS, DAVID","SOCIALIST",FALSE,519,1617616,20210113,NA,"OTHER"
"636",1980,"TENNESSEE","TN",47,62,54,"US PRESIDENT","HALL, GUS","COMMUNIST PARTY USE",FALSE,503,1617616,20210113,NA,"OTHER"
"637",1980,"TENNESSEE","TN",47,62,54,"US PRESIDENT","DEBERRY, CLIFTON","SOCIALIST WORKERS",FALSE,490,1617616,20210113,NA,"OTHER"
"638",1980,"TENNESSEE","TN",47,62,54,"US PRESIDENT","GRISWOLD, DEIRDRE","WORKERS WORLD",FALSE,400,1617616,20210113,NA,"OTHER"
"639",1980,"TENNESSEE","TN",47,62,54,"US PRESIDENT","","",TRUE,152,1617616,20210113,NA,"OTHER"
"640",1980,"TEXAS","TX",48,74,49,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,2510705,4541636,20210113,NA,"REPUBLICAN"
"641",1980,"TEXAS","TX",48,74,49,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,1881147,4541636,20210113,NA,"DEMOCRAT"
"642",1980,"TEXAS","TX",48,74,49,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,111613,4541636,20210113,NA,"OTHER"
"643",1980,"TEXAS","TX",48,74,49,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,37643,4541636,20210113,NA,"LIBERTARIAN"
"644",1980,"TEXAS","TX",48,74,49,"US PRESIDENT","","",TRUE,528,4541636,20210113,NA,"OTHER"
"645",1980,"UTAH","UT",49,87,67,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,439687,604152,20210113,NA,"REPUBLICAN"
"646",1980,"UTAH","UT",49,87,67,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,124266,604152,20210113,NA,"DEMOCRAT"
"647",1980,"UTAH","UT",49,87,67,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,30284,604152,20210113,NA,"OTHER"
"648",1980,"UTAH","UT",49,87,67,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,7156,604152,20210113,NA,"LIBERTARIAN"
"649",1980,"UTAH","UT",49,87,67,"US PRESIDENT","COMMONER, BARRY","CITIZENS",FALSE,1009,604152,20210113,NA,"OTHER"
"650",1980,"UTAH","UT",49,87,67,"US PRESIDENT","GREAVES, PERCY L, JR.","AMERICAN",FALSE,965,604152,20210113,NA,"OTHER"
"651",1980,"UTAH","UT",49,87,67,"US PRESIDENT","RARICK, JOHN","AMERICAN INDEPENDENT PARTY",FALSE,522,604152,20210113,NA,"OTHER"
"652",1980,"UTAH","UT",49,87,67,"US PRESIDENT","HALL, GUS","COMMUNIST PARTY USE",FALSE,139,604152,20210113,NA,"OTHER"
"653",1980,"UTAH","UT",49,87,67,"US PRESIDENT","DEBERRY, CLIFTON","SOCIALIST WORKERS",FALSE,124,604152,20210113,NA,"OTHER"
"654",1980,"VERMONT","VT",50,13,6,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,94628,213299,20210113,NA,"REPUBLICAN"
"655",1980,"VERMONT","VT",50,13,6,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,81952,213299,20210113,NA,"DEMOCRAT"
"656",1980,"VERMONT","VT",50,13,6,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,31761,213299,20210113,NA,"OTHER"
"657",1980,"VERMONT","VT",50,13,6,"US PRESIDENT","COMMONER, BARRY","CITIZENS",FALSE,2316,213299,20210113,NA,"OTHER"
"658",1980,"VERMONT","VT",50,13,6,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,1900,213299,20210113,NA,"LIBERTARIAN"
"659",1980,"VERMONT","VT",50,13,6,"US PRESIDENT","","",TRUE,413,213299,20210113,NA,"OTHER"
"660",1980,"VERMONT","VT",50,13,6,"US PRESIDENT","MCREYNOLDS, DAVID","SOCIALIST",FALSE,136,213299,20210113,NA,"OTHER"
"661",1980,"VERMONT","VT",50,13,6,"US PRESIDENT","HALL, GUS","COMMUNIST PARTY USE",FALSE,118,213299,20210113,NA,"OTHER"
"662",1980,"VERMONT","VT",50,13,6,"US PRESIDENT","DEBERRY, CLIFTON","SOCIALIST WORKERS",FALSE,75,213299,20210113,NA,"OTHER"
"663",1980,"VIRGINIA","VA",51,54,40,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,989609,1866032,20210113,NA,"REPUBLICAN"
"664",1980,"VIRGINIA","VA",51,54,40,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,752174,1866032,20210113,NA,"DEMOCRAT"
"665",1980,"VIRGINIA","VA",51,54,40,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,95418,1866032,20210113,NA,"OTHER"
"666",1980,"VIRGINIA","VA",51,54,40,"US PRESIDENT","COMMONER, BARRY","CITIZENS",FALSE,14024,1866032,20210113,NA,"OTHER"
"667",1980,"VIRGINIA","VA",51,54,40,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,12821,1866032,20210113,NA,"LIBERTARIAN"
"668",1980,"VIRGINIA","VA",51,54,40,"US PRESIDENT","DEBERRY, CLIFTON","SOCIALIST WORKERS",FALSE,1986,1866032,20210113,NA,"OTHER"
"669",1980,"WASHINGTON","WA",53,91,73,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,865244,1742394,20210113,NA,"REPUBLICAN"
"670",1980,"WASHINGTON","WA",53,91,73,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,650193,1742394,20210113,NA,"DEMOCRAT"
"671",1980,"WASHINGTON","WA",53,91,73,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,185073,1742394,20210113,NA,"OTHER"
"672",1980,"WASHINGTON","WA",53,91,73,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,29213,1742394,20210113,NA,"LIBERTARIAN"
"673",1980,"WASHINGTON","WA",53,91,73,"US PRESIDENT","COMMONER, BARRY","CITIZENS",FALSE,9403,1742394,20210113,NA,"OTHER"
"674",1980,"WASHINGTON","WA",53,91,73,"US PRESIDENT","DEBERRY, CLIFTON","SOCIALIST WORKERS",FALSE,1137,1742394,20210113,NA,"OTHER"
"675",1980,"WASHINGTON","WA",53,91,73,"US PRESIDENT","MCREYNOLDS, DAVID","SOCIALIST",FALSE,956,1742394,20210113,NA,"OTHER"
"676",1980,"WASHINGTON","WA",53,91,73,"US PRESIDENT","HALL, GUS","COMMUNIST PARTY USE",FALSE,834,1742394,20210113,NA,"OTHER"
"677",1980,"WASHINGTON","WA",53,91,73,"US PRESIDENT","GRISWOLD, DEIRDRE","WORKERS WORLD",FALSE,341,1742394,20210113,NA,"OTHER"
"678",1980,"WEST VIRGINIA","WV",54,55,56,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,367462,737715,20210113,NA,"DEMOCRAT"
"679",1980,"WEST VIRGINIA","WV",54,55,56,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,334206,737715,20210113,NA,"REPUBLICAN"
"680",1980,"WEST VIRGINIA","WV",54,55,56,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,31691,737715,20210113,NA,"OTHER"
"681",1980,"WEST VIRGINIA","WV",54,55,56,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,4356,737715,20210113,NA,"LIBERTARIAN"
"682",1980,"WISCONSIN","WI",55,35,25,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,1088845,2273221,20210113,NA,"REPUBLICAN"
"683",1980,"WISCONSIN","WI",55,35,25,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,981584,2273221,20210113,NA,"DEMOCRAT"
"684",1980,"WISCONSIN","WI",55,35,25,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,160657,2273221,20210113,NA,"OTHER"
"685",1980,"WISCONSIN","WI",55,35,25,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,29135,2273221,20210113,NA,"LIBERTARIAN"
"686",1980,"WISCONSIN","WI",55,35,25,"US PRESIDENT","COMMONER, BARRY","CITIZENS",FALSE,7767,2273221,20210113,NA,"OTHER"
"687",1980,"WISCONSIN","WI",55,35,25,"US PRESIDENT","RARICK, JOHN","AMERICAN INDEPENDENT PARTY",FALSE,1519,2273221,20210113,NA,"OTHER"
"688",1980,"WISCONSIN","WI",55,35,25,"US PRESIDENT","","",TRUE,1337,2273221,20210113,NA,"OTHER"
"689",1980,"WISCONSIN","WI",55,35,25,"US PRESIDENT","MCREYNOLDS, DAVID","SOCIALIST",FALSE,808,2273221,20210113,NA,"OTHER"
"690",1980,"WISCONSIN","WI",55,35,25,"US PRESIDENT","HALL, GUS","COMMUNIST PARTY USE",FALSE,772,2273221,20210113,NA,"OTHER"
"691",1980,"WISCONSIN","WI",55,35,25,"US PRESIDENT","GRISWOLD, DEIRDRE","WORKERS WORLD",FALSE,414,2273221,20210113,NA,"OTHER"
"692",1980,"WISCONSIN","WI",55,35,25,"US PRESIDENT","DEBERRY, CLIFTON","SOCIALIST WORKERS",FALSE,383,2273221,20210113,NA,"OTHER"
"693",1980,"WYOMING","WY",56,83,68,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,110700,176713,20210113,NA,"REPUBLICAN"
"694",1980,"WYOMING","WY",56,83,68,"US PRESIDENT","CARTER, JIMMY","DEMOCRAT",FALSE,49427,176713,20210113,NA,"DEMOCRAT"
"695",1980,"WYOMING","WY",56,83,68,"US PRESIDENT","ANDERSON, JOHN B.","INDEPENDENT",FALSE,12072,176713,20210113,NA,"OTHER"
"696",1980,"WYOMING","WY",56,83,68,"US PRESIDENT","CLARK, EDWARD """"ED""""","LIBERTARIAN",FALSE,4514,176713,20210113,NA,"LIBERTARIAN"
"697",1984,"ALABAMA","AL",1,63,41,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,872849,1441713,20210113,NA,"REPUBLICAN"
"698",1984,"ALABAMA","AL",1,63,41,"US PRESIDENT","MONDALE, WALTER","DEMOCRAT",FALSE,551899,1441713,20210113,NA,"DEMOCRAT"
"699",1984,"ALABAMA","AL",1,63,41,"US PRESIDENT","BERGLAND, DAVID","LIBERTARIAN",FALSE,9504,1441713,20210113,NA,"LIBERTARIAN"
"700",1984,"ALABAMA","AL",1,63,41,"US PRESIDENT","HALL, GUS","COMMUNIST PARTY USE",FALSE,4671,1441713,20210113,NA,"OTHER"
"701",1984,"ALABAMA","AL",1,63,41,"US PRESIDENT","RICHARDS, BOB","POPULIST",FALSE,1401,1441713,20210113,NA,"OTHER"
"702",1984,"ALABAMA","AL",1,63,41,"US PRESIDENT","MASON, MELVIN","SOCIALIST WORKERS",FALSE,730,1441713,20210113,NA,"OTHER"
"703",1984,"ALABAMA","AL",1,63,41,"US PRESIDENT","SERRETTE, DENNIS","ALLIANCE",FALSE,659,1441713,20210113,NA,"OTHER"
"704",1984,"ALASKA","AK",2,94,81,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,138377,207605,20210113,NA,"REPUBLICAN"
"705",1984,"ALASKA","AK",2,94,81,"US PRESIDENT","MONDALE, WALTER","DEMOCRAT",FALSE,62007,207605,20210113,NA,"DEMOCRAT"
"706",1984,"ALASKA","AK",2,94,81,"US PRESIDENT","BERGLAND, DAVID","LIBERTARIAN",FALSE,6378,207605,20210113,NA,"LIBERTARIAN"
"707",1984,"ALASKA","AK",2,94,81,"US PRESIDENT","OTHER","",FALSE,843,207605,20210113,NA,"OTHER"
"708",1984,"ARIZONA","AZ",4,86,61,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,681416,1025897,20210113,NA,"REPUBLICAN"
"709",1984,"ARIZONA","AZ",4,86,61,"US PRESIDENT","MONDALE, WALTER","DEMOCRAT",FALSE,333854,1025897,20210113,NA,"DEMOCRAT"
"710",1984,"ARIZONA","AZ",4,86,61,"US PRESIDENT","BERGLAND, DAVID","LIBERTARIAN",FALSE,10585,1025897,20210113,NA,"LIBERTARIAN"
"711",1984,"ARIZONA","AZ",4,86,61,"US PRESIDENT","OTHER","",FALSE,42,1025897,20210113,NA,"OTHER"
"712",1984,"ARKANSAS","AR",5,71,42,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,534774,884406,20210113,NA,"REPUBLICAN"
"713",1984,"ARKANSAS","AR",5,71,42,"US PRESIDENT","MONDALE, WALTER","DEMOCRAT",FALSE,338646,884406,20210113,NA,"DEMOCRAT"
"714",1984,"ARKANSAS","AR",5,71,42,"US PRESIDENT","BERGLAND, DAVID","LIBERTARIAN",FALSE,2221,884406,20210113,NA,"LIBERTARIAN"
"715",1984,"ARKANSAS","AR",5,71,42,"US PRESIDENT","LAROUCHE, LYNDON, JR.","INDEPENDENT",FALSE,1890,884406,20210113,NA,"OTHER"
"716",1984,"ARKANSAS","AR",5,71,42,"US PRESIDENT","HALL, GUS","COMMUNIST PARTY USE",FALSE,1499,884406,20210113,NA,"OTHER"
"717",1984,"ARKANSAS","AR",5,71,42,"US PRESIDENT","RICHARDS, BOB","POPULIST",FALSE,1461,884406,20210113,NA,"OTHER"
"718",1984,"ARKANSAS","AR",5,71,42,"US PRESIDENT","SERRETTE, DENNIS","ALLIANCE",FALSE,1291,884406,20210113,NA,"OTHER"
"719",1984,"ARKANSAS","AR",5,71,42,"US PRESIDENT","JOHNSON, SONIA","CITIZENS",FALSE,960,884406,20210113,NA,"OTHER"
"720",1984,"ARKANSAS","AR",5,71,42,"US PRESIDENT","DODGE, EARL","PROHIBITION",FALSE,842,884406,20210113,NA,"OTHER"
"721",1984,"ARKANSAS","AR",5,71,42,"US PRESIDENT","LOWERY, ARTHUR","UNITED SOVEREIGN CITIZENS",FALSE,822,884406,20210113,NA,"OTHER"
"722",1984,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,5467009,9505041,20210113,NA,"REPUBLICAN"
"723",1984,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","MONDALE, WALTER","DEMOCRAT",FALSE,3922519,9505041,20210113,NA,"DEMOCRAT"
"724",1984,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","BERGLAND, DAVID","LIBERTARIAN",FALSE,49951,9505041,20210113,NA,"LIBERTARIAN"
"725",1984,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","RICHARDS, BOB","POPULIST",FALSE,39265,9505041,20210113,NA,"OTHER"
"726",1984,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","JOHNSON, SONIA","CITIZENS",FALSE,26297,9505041,20210113,NA,"OTHER"
"727",1984,"COLORADO","CO",8,84,62,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,821817,1295380,20210113,NA,"REPUBLICAN"
"728",1984,"COLORADO","CO",8,84,62,"US PRESIDENT","MONDALE, WALTER","DEMOCRAT",FALSE,454975,1295380,20210113,NA,"DEMOCRAT"
"729",1984,"COLORADO","CO",8,84,62,"US PRESIDENT","BERGLAND, DAVID","LIBERTARIAN",FALSE,11257,1295380,20210113,NA,"LIBERTARIAN"
"730",1984,"COLORADO","CO",8,84,62,"US PRESIDENT","LAROUCHE, LYNDON, JR.","INDEPENDENT",FALSE,4662,1295380,20210113,NA,"OTHER"
"731",1984,"COLORADO","CO",8,84,62,"US PRESIDENT","SERRETTE, DENNIS","ALLIANCE",FALSE,978,1295380,20210113,NA,"OTHER"
"732",1984,"COLORADO","CO",8,84,62,"US PRESIDENT","DODGE, EARL","PROHIBITION",FALSE,858,1295380,20210113,NA,"OTHER"
"733",1984,"COLORADO","CO",8,84,62,"US PRESIDENT","MASON, MELVIN","SOCIALIST WORKERS",FALSE,810,1295380,20210113,NA,"OTHER"
"734",1984,"COLORADO","CO",8,84,62,"US PRESIDENT","OTHER","",FALSE,23,1295380,20210113,NA,"OTHER"
"735",1984,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,890877,1466900,20210113,NA,"REPUBLICAN"
"736",1984,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","MONDALE, WALTER","DEMOCRAT",FALSE,569597,1466900,20210113,NA,"DEMOCRAT"
"737",1984,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","HALL, GUS","COMMUNIST PARTY USE",FALSE,4826,1466900,20210113,NA,"OTHER"
"738",1984,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","SERRETTE, DENNIS","ALLIANCE",FALSE,1374,1466900,20210113,NA,"OTHER"
"739",1984,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","OTHER","",FALSE,226,1466900,20210113,NA,"OTHER"
"740",1984,"DELAWARE","DE",10,51,11,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,152190,254572,20210113,NA,"REPUBLICAN"
"741",1984,"DELAWARE","DE",10,51,11,"US PRESIDENT","MONDALE, WALTER","DEMOCRAT",FALSE,101656,254572,20210113,NA,"DEMOCRAT"
"742",1984,"DELAWARE","DE",10,51,11,"US PRESIDENT","DENNIS, DELMAR","AMERICAN",FALSE,269,254572,20210113,NA,"OTHER"
"743",1984,"DELAWARE","DE",10,51,11,"US PRESIDENT","BERGLAND, DAVID","LIBERTARIAN",FALSE,268,254572,20210113,NA,"LIBERTARIAN"
"744",1984,"DELAWARE","DE",10,51,11,"US PRESIDENT","JOHNSON, SONIA","CITIZENS",FALSE,121,254572,20210113,NA,"OTHER"
"745",1984,"DELAWARE","DE",10,51,11,"US PRESIDENT","SERRETTE, DENNIS","ALLIANCE",FALSE,68,254572,20210113,NA,"OTHER"
"746",1984,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","MONDALE, WALTER","DEMOCRAT",FALSE,180408,211288,20210113,NA,"DEMOCRAT"
"747",1984,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,29009,211288,20210113,NA,"REPUBLICAN"
"748",1984,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","OTHER","",FALSE,809,211288,20210113,NA,"OTHER"
"749",1984,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","BERGLAND, DAVID","LIBERTARIAN",FALSE,279,211288,20210113,NA,"LIBERTARIAN"
"750",1984,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","HALL, GUS","COMMUNIST PARTY USE",FALSE,257,211288,20210113,NA,"OTHER"
"751",1984,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","SERRETTE, DENNIS","ALLIANCE",FALSE,165,211288,20210113,NA,"OTHER"
"752",1984,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","LAROUCHE, LYNDON, JR.","INDEPENDENT",FALSE,127,211288,20210113,NA,"OTHER"
"753",1984,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","MASON, MELVIN","SOCIALIST WORKERS",FALSE,127,211288,20210113,NA,"OTHER"
"754",1984,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","HOLMES, LARRY","WORKERS WORLD",FALSE,107,211288,20210113,NA,"OTHER"
"755",1984,"FLORIDA","FL",12,59,43,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,2730350,4180051,20210113,NA,"REPUBLICAN"
"756",1984,"FLORIDA","FL",12,59,43,"US PRESIDENT","MONDALE, WALTER","DEMOCRAT",FALSE,1448816,4180051,20210113,NA,"DEMOCRAT"
"757",1984,"FLORIDA","FL",12,59,43,"US PRESIDENT","OTHER","",FALSE,885,4180051,20210113,NA,"OTHER"
"758",1984,"GEORGIA","GA",13,58,44,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,1068722,1776103,20210113,NA,"REPUBLICAN"
"759",1984,"GEORGIA","GA",13,58,44,"US PRESIDENT","MONDALE, WALTER","DEMOCRAT",FALSE,706628,1776103,20210113,NA,"DEMOCRAT"
"760",1984,"GEORGIA","GA",13,58,44,"US PRESIDENT","OTHER","",FALSE,753,1776103,20210113,NA,"OTHER"
"761",1984,"HAWAII","HI",15,95,82,"US PRESIDENT","REAGAN, RONALD","REPUBLICAN",FALSE,185050,335846,20210113,NA,"REPUBLICAN"
"762",1984,"HAWAII","HI",15,95,82,"US PRESIDENT","MONDALE, WALTER","DEMOCRAT",FALSE,147154,335846,20210113,NA,"DEMOCRAT"
"763",1984,"HAWAII","HI",15,95,82,"US PRESIDENT","BERGLAND, DAVID","LIBERTARIAN",FALSE,2167,335846,20210113,NA,"LIBERTARIAN"
"764",1984,"HAWAII","HI",15,95,82,"US PRESIDENT","HALL, GUS","COMMUNIST PARTY USE",FALSE,821,335846,20210113,NA,"OTHER"
