year,state,new_party,region,party_total
1988,ALASKA,Democrat,Pacific,0.362709628415519
1988,ALASKA,Republican,Pacific,0.595909372563913
1988,ALASKA,Third_Party,Pacific,0.04138099902056807
1988,ARIZONA,Democrat,Southwest,0.387438741228785
1988,ARIZONA,Republican,Southwest,0.5995026764845679
1988,ARIZONA,Third_Party,Southwest,0.013058582286647101
1988,ARKANSAS,Democrat,Southeast,0.4219173216645847
1988,ARKANSAS,Republican,Southeast,0.563678361993771
1988,ARKANSAS,Third_Party,Southeast,0.014404316341644338
1988,CALIFORNIA,Democrat,Pacific,0.4755944256460335
1988,CALIFORNIA,Republican,Pacific,0.5112656789451673
1988,CALIFORNIA,Third_Party,Pacific,0.013139895408799273
1988,COLORADO,Democrat,Rocky Mountain,0.45282404324122666
1988,COLORADO,Republican,Rocky Mountain,0.5305888833673129
1988,COLORADO,Third_Party,Rocky Mountain,0.01658707339146047
1988,CONNECTICUT,Democrat,Northeast,0.4687451936200372
1988,CONNECTICUT,Republican,Northeast,0.5197756122029051
1988,CONNECTICUT,Third_Party,Northeast,0.011479194177057684
1988,DELAWARE,Democrat,Northeast,0.4347775630174756
1988,DELAWARE,Republican,Northeast,0.5587996366415757
1988,DELAWARE,Third_Party,Northeast,0.006422800340948654
1988,DISTRICT OF COLUMBIA,Democrat,Northeast,0.8264697190437429
1988,DISTRICT OF COLUMBIA,Republican,Northeast,0.1430445309705149
1988,DISTRICT OF COLUMBIA,Third_Party,Northeast,0.03048574998574221
1988,FLORIDA,Democrat,Southeast,0.3850721693191546
1988,FLORIDA,Republican,Southeast,0.6087155908926198
1988,FLORIDA,Third_Party,Southeast,0.006212239788225543
1988,GEORGIA,Democrat,Southeast,0.394984284444916
1988,GEORGIA,Republican,Southeast,0.5975287234371753
1988,GEORGIA,Third_Party,Southeast,0.00748699211790866
1988,HAWAII,Democrat,Pacific,0.5426944007944456
1988,HAWAII,Republican,Pacific,0.44751044543687457
1988,HAWAII,Third_Party,Pacific,0.00979515376867977
1988,IDAHO,Democrat,Rocky Mountain,0.36010641419377554
1988,IDAHO,Republican,Rocky Mountain,0.6207845112576045
1988,IDAHO,Third_Party,Rocky Mountain,0.01910907454861994
1988,ILLINOIS,Democrat,Midwest,0.4860455526505115
1988,ILLINOIS,Republican,Midwest,0.5068826878871361
1988,ILLINOIS,Third_Party,Midwest,0.007071759462352383
1988,INDIANA,Democrat,Midwest,0.39686187674102574
1988,INDIANA,Republican,Midwest,0.5984277566250626
1988,INDIANA,Third_Party,Midwest,0.0047103666339115965
1988,IOWA,Democrat,Midwest,0.5471192398259158
1988,IOWA,Republican,Midwest,0.4449647278833303
1988,IOWA,Third_Party,Midwest,0.00791603229075386
1988,KANSAS,Democrat,Midwest,0.4255964488985382
1988,KANSAS,Republican,Midwest,0.5579299608073761
1988,KANSAS,Third_Party,Midwest,0.01647359029408566
1988,KENTUCKY,Democrat,Southeast,0.4388359469103233
1988,KENTUCKY,Republican,Southeast,0.5552147911898297
1988,KENTUCKY,Third_Party,Southeast,0.005949261899847034
1988,LOUISIANA,Democrat,Southeast,0.4406455710040892
1988,LOUISIANA,Republican,Southeast,0.5427471529945301
1988,LOUISIANA,Third_Party,Southeast,0.016607276001380664
1988,MAINE,Democrat,Northeast,0.4388353887592674
1988,MAINE,Republican,Northeast,0.5533542929725153
1988,MAINE,Third_Party,Northeast,0.00781031826821732
1988,MARYLAND,Democrat,Northeast,0.48199034274054775
1988,MARYLAND,Republican,Northeast,0.511075866300971
1988,MARYLAND,Third_Party,Northeast,0.0069337909584812505
1988,MASSACHUSETTS,Democrat,Northeast,0.5322905149306765
1988,MASSACHUSETTS,Republican,Northeast,0.4537505873022686
1988,MASSACHUSETTS,Third_Party,Northeast,0.013958897767054935
1988,MICHIGAN,Democrat,Midwest,0.4567207834593339
1988,MICHIGAN,Republican,Midwest,0.5356769377648254
1988,MICHIGAN,Third_Party,Midwest,0.007602278775840702
1988,MINNESOTA,Democrat,Midwest,0.5291283342633263
1988,MINNESOTA,Republican,Midwest,0.4589572632452463
1988,MINNESOTA,Third_Party,Midwest,0.011914402491427372
1988,MISSISSIPPI,Democrat,Southeast,0.39067144591622144
1988,MISSISSIPPI,Republican,Southeast,0.5988983679485405
1988,MISSISSIPPI,Third_Party,Southeast,0.010430186135238162
1988,MISSOURI,Democrat,Midwest,0.4785044916272857
1988,MISSOURI,Republican,Midwest,0.5183157305367595
1988,MISSOURI,Third_Party,Midwest,0.0031797778359548027
1988,MONTANA,Democrat,Rocky Mountain,0.46198526556440983
1988,MONTANA,Republican,Rocky Mountain,0.5207151725307241
1988,MONTANA,Third_Party,Rocky Mountain,0.017299561904866083
1988,NEBRASKA,Democrat,Midwest,0.39191038074576884
1988,NEBRASKA,Republican,Midwest,0.6016282040621953
1988,NEBRASKA,Third_Party,Midwest,0.006461415192035859
1988,NEVADA,Democrat,Rocky Mountain,0.38684125397440644
1988,NEVADA,Republican,Rocky Mountain,0.6004668743606706
1988,NEVADA,Third_Party,Rocky Mountain,0.01269187166492293
1988,NEW HAMPSHIRE,Democrat,Northeast,0.36334498640475
1988,NEW HAMPSHIRE,Republican,Northeast,0.624908717607236
1988,NEW HAMPSHIRE,Third_Party,Northeast,0.011746295988013983
1988,NEW JERSEY,Democrat,Northeast,0.4259814237730408
1988,NEW JERSEY,Republican,Northeast,0.5624010946094485
1988,NEW JERSEY,Third_Party,Northeast,0.011617481617510654
1988,NEW MEXICO,Democrat,Southwest,0.4689357425482415
1988,NEW MEXICO,Republican,Southwest,0.5185035300074609
1988,NEW MEXICO,Third_Party,Southwest,0.012560727444297615
1988,NEW YORK,Democrat,Northeast,0.5019497561012464
1988,NEW YORK,Republican,Northeast,0.4376430362075976
1988,NEW YORK,Third_Party,Northeast,0.06040720769115605
1988,NORTH CAROLINA,Democrat,Southeast,0.41706311464272827
1988,NORTH CAROLINA,Republican,Southeast,0.5796829977932598
1988,NORTH CAROLINA,Third_Party,Southeast,0.003253887564011863
1988,NORTH DAKOTA,Democrat,Midwest,0.429720010361265
1988,NORTH DAKOTA,Republican,Midwest,0.5603123181312045
1988,NORTH DAKOTA,Third_Party,Midwest,0.00996767150753042
1988,OHIO,Democrat,Midwest,0.4414684136075665
1988,OHIO,Republican,Midwest,0.5500175824525985
1988,OHIO,Third_Party,Midwest,0.00851400393983501
1988,OKLAHOMA,Democrat,Southwest,0.41281651460757823
1988,OKLAHOMA,Republican,Southwest,0.5792879125833877
1988,OKLAHOMA,Third_Party,Southwest,0.007895572809034052
1988,OREGON,Democrat,Pacific,0.5127811239799815
1988,OREGON,Republican,Pacific,0.4661136695365043
1988,OREGON,Third_Party,Pacific,0.021105206483514105
1988,PENNSYLVANIA,Democrat,Northeast,0.48386740504438575
1988,PENNSYLVANIA,Republican,Northeast,0.5070457961872039
1988,PENNSYLVANIA,Third_Party,Northeast,0.0090867987684103
1988,RHODE ISLAND,Democrat,Northeast,0.5563785459021012
1988,RHODE ISLAND,Republican,Northeast,0.43932608706397575
1988,RHODE ISLAND,Third_Party,Northeast,0.00429536703392302
1988,SOUTH CAROLINA,Democrat,Southeast,0.37581198548897626
1988,SOUTH CAROLINA,Republican,Southeast,0.6150481385058352
1988,SOUTH CAROLINA,Third_Party,Southeast,0.009139876005188594
1988,SOUTH DAKOTA,Democrat,Midwest,0.4650612956922084
1988,SOUTH DAKOTA,Republican,Midwest,0.5284976245323348
1988,SOUTH DAKOTA,Third_Party,Midwest,0.006441079775456803
1988,TENNESSEE,Democrat,Southeast,0.4154585179526356
1988,TENNESSEE,Republican,Southeast,0.5789048128342246
1988,TENNESSEE,Third_Party,Southeast,0.005636669213139801
1988,TEXAS,Democrat,Southwest,0.433493692203095
1988,TEXAS,Republican,Southwest,0.559535579585843
1988,TEXAS,Third_Party,Southwest,0.0069707282110619976
1988,UTAH,Democrat,Rocky Mountain,0.320464352836441
1988,UTAH,Republican,Rocky Mountain,0.6621896483505614
1988,UTAH,Third_Party,Rocky Mountain,0.017345998812997674
1988,VERMONT,Democrat,Northeast,0.47579809968437664
1988,VERMONT,Republican,Northeast,0.510960514203051
1988,VERMONT,Third_Party,Northeast,0.013241386112572329
1988,VIRGINIA,Democrat,Southeast,0.3923140487194568
1988,VIRGINIA,Republican,Southeast,0.5973519911626572
1988,VIRGINIA,Third_Party,Southeast,0.010333960117885992
1988,WASHINGTON,Democrat,Pacific,0.5004768790078343
1988,WASHINGTON,Republican,Pacific,0.48456429235068915
1988,WASHINGTON,Third_Party,Pacific,0.014958828641476518
1988,WEST VIRGINIA,Democrat,Southeast,0.5219811085378939
1988,WEST VIRGINIA,Republican,Southeast,0.47460550947404834
1988,WEST VIRGINIA,Third_Party,Southeast,0.003413381988057755
1988,WISCONSIN,Democrat,Midwest,0.5141403024628491
1988,WISCONSIN,Republican,Midwest,0.47795910582549433
1988,WISCONSIN,Third_Party,Midwest,0.007900591711656463
1988,WYOMING,Democrat,Rocky Mountain,0.3801337857049804
1988,WYOMING,Republican,Rocky Mountain,0.6053038498790718
1988,WYOMING,Third_Party,Rocky Mountain,0.0145623644159478
1992,ALABAMA,Democrat,Southeast,0.4088006350485172
1992,ALABAMA,Republican,Southeast,0.4764540359939813
1992,ALABAMA,Third_Party,Southeast,0.11474532895750152
1992,ALASKA,Democrat,Pacific,0.3028711132430195
1992,ALASKA,Republican,Pacific,0.3945749808515083
1992,ALASKA,Third_Party,Pacific,0.3025539059054722
1992,ARIZONA,Democrat,Southwest,0.3652045259671481
1992,ARIZONA,Republican,Southwest,0.38473141781132836
1992,ARIZONA,Third_Party,Southwest,0.25006405622152356
1992,ARKANSAS,Democrat,Southeast,0.5320795284925204
1992,ARKANSAS,Republican,Southeast,0.3548339930552999
1992,ARKANSAS,Third_Party,Southeast,0.11308647845217971
1992,CALIFORNIA,Democrat,Pacific,0.46006587840280944
1992,CALIFORNIA,Republican,Pacific,0.32614669375921296
1992,CALIFORNIA,Third_Party,Pacific,0.2137874278379776
1992,COLORADO,Democrat,Rocky Mountain,0.40128028651907366
1992,COLORADO,Republican,Rocky Mountain,0.35869052626212417
1992,COLORADO,Third_Party,Rocky Mountain,0.24002918721880218
1992,CONNECTICUT,Democrat,Northeast,0.42218572959541034
1992,CONNECTICUT,Republican,Northeast,0.35783241221763246
1992,CONNECTICUT,Third_Party,Northeast,0.2199818581869572
1992,DELAWARE,Democrat,Northeast,0.43523927905531384
1992,DELAWARE,Republican,Northeast,0.35326634900904635
1992,DELAWARE,Third_Party,Northeast,0.2114943719356398
1992,DISTRICT OF COLUMBIA,Democrat,Northeast,0.8464090485648498
1992,DISTRICT OF COLUMBIA,Republican,Northeast,0.09095143515019423
1992,DISTRICT OF COLUMBIA,Third_Party,Northeast,0.06263951628495597
1992,FLORIDA,Democrat,Southeast,0.3899012156452978
1992,FLORIDA,Republican,Southeast,0.4090249693604387
1992,FLORIDA,Third_Party,Southeast,0.20107381499426352
1992,GEORGIA,Democrat,Southeast,0.4346868533599755
1992,GEORGIA,Republican,Southeast,0.4287785318635339
1992,GEORGIA,Third_Party,Southeast,0.13653461477649062
1992,HAWAII,Democrat,Pacific,0.48092757790163126
1992,HAWAII,Republican,Pacific,0.3669704593366627
1992,HAWAII,Third_Party,Pacific,0.15210196276170604
1992,IDAHO,Democrat,Rocky Mountain,0.2841921205358069
1992,IDAHO,Republican,Rocky Mountain,0.4203258980241188
1992,IDAHO,Third_Party,Rocky Mountain,0.29548198144007437
1992,ILLINOIS,Democrat,Midwest,0.48579677819917283
1992,ILLINOIS,Republican,Midwest,0.3433746713220995
1992,ILLINOIS,Third_Party,Midwest,0.17082855047872772
1992,INDIANA,Democrat,Midwest,0.3679390564346401
1992,INDIANA,Republican,Midwest,0.42906780127769506
1992,INDIANA,Third_Party,Midwest,0.20299314228766482
1992,IOWA,Democrat,Midwest,0.43285838623305506
1992,IOWA,Republican,Midwest,0.37272138708865377
1992,IOWA,Third_Party,Midwest,0.1944202266782912
1992,KANSAS,Democrat,Midwest,0.3373849413602757
1992,KANSAS,Republican,Midwest,0.38881524598266903
1992,KANSAS,Third_Party,Midwest,0.2737998126570552
1992,KENTUCKY,Democrat,Southeast,0.4455114207247639
1992,KENTUCKY,Republican,Southeast,0.4134088016611963
1992,KENTUCKY,Third_Party,Southeast,0.1410797776140398
1992,LOUISIANA,Democrat,Southeast,0.4558453914124838
1992,LOUISIANA,Republican,Southeast,0.40970895807134794
1992,LOUISIANA,Third_Party,Southeast,0.1344456505161683
1992,MAINE,Democrat,Northeast,0.3876679730212995
1992,MAINE,Republican,Northeast,0.30390626034769735
1992,MAINE,Third_Party,Northeast,0.30842576663100313
1992,MARYLAND,Democrat,Northeast,0.4981260518598394
1992,MARYLAND,Republican,Northeast,0.3562940269477673
1992,MARYLAND,Third_Party,Northeast,0.14557992119239332
1992,MASSACHUSETTS,Democrat,Northeast,0.47541410927927824
1992,MASSACHUSETTS,Republican,Northeast,0.2902438795758967
1992,MASSACHUSETTS,Third_Party,Northeast,0.23434201114482506
1992,MICHIGAN,Democrat,Midwest,0.43773687484399393
1992,MICHIGAN,Republican,Midwest,0.36375647915056897
1992,MICHIGAN,Third_Party,Midwest,0.19850664600543713
1992,MINNESOTA,Democrat,Midwest,0.4348465127847806
1992,MINNESOTA,Republican,Midwest,0.3185083315303405
1992,MINNESOTA,Third_Party,Midwest,0.2466451556848789
1992,MISSISSIPPI,Democrat,Southeast,0.40768064143867394
1992,MISSISSIPPI,Republican,Southeast,0.4968389467026145
1992,MISSISSIPPI,Third_Party,Southeast,0.09548041185871156
1992,MISSOURI,Democrat,Midwest,0.4407168575694087
1992,MISSOURI,Republican,Midwest,0.3392168178415654
1992,MISSOURI,Third_Party,Midwest,0.2200663245890259
1992,MONTANA,Democrat,Rocky Mountain,0.3763112452293446
1992,MONTANA,Republican,Rocky Mountain,0.3512249654759208
1992,MONTANA,Third_Party,Rocky Mountain,0.2724637892947346
1992,NEBRASKA,Democrat,Midwest,0.29403454157435605
1992,NEBRASKA,Republican,Midwest,0.4659750035929962
1992,NEBRASKA,Third_Party,Midwest,0.23999045483264775
1992,NEVADA,Democrat,Rocky Mountain,0.3735754999822246
1992,NEVADA,Republican,Rocky Mountain,0.34726792253089955
1992,NEVADA,Third_Party,Rocky Mountain,0.27915657748687583
1992,NEW HAMPSHIRE,Democrat,Northeast,0.38911795091350765
1992,NEW HAMPSHIRE,Republican,Northeast,0.37691427082266876
1992,NEW HAMPSHIRE,Third_Party,Northeast,0.23396777826382364
1992,NEW JERSEY,Democrat,Northeast,0.42953959123027496
1992,NEW JERSEY,Republican,Northeast,0.40581033462794824
1992,NEW JERSEY,Third_Party,Northeast,0.16465007414177676
1992,NEW MEXICO,Democrat,Southwest,0.45898846638338486
1992,NEW MEXICO,Republican,Southwest,0.37338460944654783
1992,NEW MEXICO,Third_Party,Southwest,0.16762692417006736
1992,NEW YORK,Democrat,Northeast,0.4727630691275797
1992,NEW YORK,Republican,Northeast,0.2883974307543317
1992,NEW YORK,Third_Party,Northeast,0.23883950011808852
1992,NORTH CAROLINA,Democrat,Southeast,0.42653368302161304
1992,NORTH CAROLINA,Republican,Southeast,0.43442808737102057
1992,NORTH CAROLINA,Third_Party,Southeast,0.13903822960736645
1992,NORTH DAKOTA,Democrat,Midwest,0.32183505174713517
1992,NORTH DAKOTA,Republican,Midwest,0.442159716745691
1992,NORTH DAKOTA,Third_Party,Midwest,0.23600523150717384
1992,OHIO,Democrat,Midwest,0.4018128056321024
1992,OHIO,Republican,Midwest,0.38346612436884697
1992,OHIO,Third_Party,Midwest,0.21472106999905058
1992,OKLAHOMA,Democrat,Southwest,0.3402473749585539
1992,OKLAHOMA,Republican,Southwest,0.4264574832830945
1992,OKLAHOMA,Third_Party,Southwest,0.23329514175835162
1992,OREGON,Democrat,Pacific,0.42478855058958337
1992,OREGON,Republican,Pacific,0.32527212723815724
1992,OREGON,Third_Party,Pacific,0.2499393221722594
1992,PENNSYLVANIA,Democrat,Northeast,0.45146164873251193
1992,PENNSYLVANIA,Republican,Northeast,0.3612721051814485
1992,PENNSYLVANIA,Third_Party,Northeast,0.1872662460860396
1992,RHODE ISLAND,Democrat,Northeast,0.4704796356136888
1992,RHODE ISLAND,Republican,Northeast,0.29027604689378317
1992,RHODE ISLAND,Third_Party,Northeast,0.2392443174925281
1992,SOUTH CAROLINA,Democrat,Southeast,0.4276254117463252
1992,SOUTH CAROLINA,Republican,Southeast,0.46993356725298474
1992,SOUTH CAROLINA,Third_Party,Southeast,0.10244102100069005
1992,SOUTH DAKOTA,Democrat,Midwest,0.37140970813730095
1992,SOUTH DAKOTA,Republican,Midwest,0.4065914457523182
1992,SOUTH DAKOTA,Third_Party,Midwest,0.22199884611038084
1992,TENNESSEE,Democrat,Southeast,0.47084793088803906
1992,TENNESSEE,Republican,Southeast,0.42433364033171966
1992,TENNESSEE,Third_Party,Southeast,0.10481842878024127
1992,TEXAS,Democrat,Southwest,0.37078458334051023
1992,TEXAS,Republican,Southwest,0.40560021111410466
1992,TEXAS,Third_Party,Southwest,0.22361520554538514
1992,UTAH,Democrat,Rocky Mountain,0.24654501759413333
1992,UTAH,Republican,Rocky Mountain,0.4336463270062554
1992,UTAH,Third_Party,Rocky Mountain,0.31980865539961123
1992,VERMONT,Democrat,Northeast,0.46113751764750555
1992,VERMONT,Republican,Northeast,0.30418258825478683
1992,VERMONT,Third_Party,Northeast,0.23467989409770762
1992,VIRGINIA,Democrat,Southeast,0.4058607440265809
1992,VIRGINIA,Republican,Southeast,0.4495736635394308
1992,VIRGINIA,Third_Party,Southeast,0.14456559243398828
1992,WASHINGTON,Democrat,Pacific,0.43410220037463415
1992,WASHINGTON,Republican,Pacific,0.31965605348919046
1992,WASHINGTON,Third_Party,Pacific,0.24624174613617533
1992,WEST VIRGINIA,Democrat,Southeast,0.4841482161898089
1992,WEST VIRGINIA,Republican,Southeast,0.35393029164356854
1992,WEST VIRGINIA,Third_Party,Southeast,0.16192149216662255
1992,WISCONSIN,Democrat,Midwest,0.4113155574098482
1992,WISCONSIN,Republican,Midwest,0.36777220963199664
1992,WISCONSIN,Third_Party,Midwest,0.22091223295815515
1992,WYOMING,Democrat,Rocky Mountain,0.34099777871165277
1992,WYOMING,Republican,Rocky Mountain,0.3969652398391067
1992,WYOMING,Third_Party,Rocky Mountain,0.26203698144924054
1996,ALABAMA,Democrat,Southeast,0.4315608769582409
1996,ALABAMA,Republican,Southeast,0.5012184320516389
1996,ALABAMA,Third_Party,Southeast,0.06722069099012024
1996,ALASKA,Democrat,Pacific,0.33267113649532326
1996,ALASKA,Republican,Pacific,0.5080125817399221
1996,ALASKA,Third_Party,Pacific,0.15931628176475457
1996,ARIZONA,Democrat,Southwest,0.4651706594607681
1996,ARIZONA,Republican,Southwest,0.4429441649666585
1996,ARIZONA,Third_Party,Southwest,0.09188517557257345
1996,ARKANSAS,Democrat,Southeast,0.5373644915194817
1996,ARKANSAS,Republican,Southeast,0.36800857664357395
1996,ARKANSAS,Third_Party,Southeast,0.09462693183694425
1996,CALIFORNIA,Democrat,Pacific,0.5109886561852729
1996,CALIFORNIA,Republican,Pacific,0.3820942008004616
1996,CALIFORNIA,Third_Party,Pacific,0.10691714301426554
1996,COLORADO,Democrat,Rocky Mountain,0.44426498409348764
1996,COLORADO,Republican,Rocky Mountain,0.457964575409313
1996,COLORADO,Third_Party,Rocky Mountain,0.09777044049719931
1996,CONNECTICUT,Democrat,Northeast,0.5283158147196567
1996,CONNECTICUT,Republican,Northeast,0.34690804487101234
1996,CONNECTICUT,Third_Party,Northeast,0.12477614040933095
1996,DELAWARE,Democrat,Northeast,0.518278497839814
1996,DELAWARE,Republican,Northeast,0.3657988995975038
1996,DELAWARE,Third_Party,Northeast,0.11592260256268232
1996,DISTRICT OF COLUMBIA,Democrat,Northeast,0.8519001109160806
1996,DISTRICT OF COLUMBIA,Republican,Northeast,0.09335795742114728
1996,DISTRICT OF COLUMBIA,Third_Party,Northeast,0.05474193166277204
1996,FLORIDA,Democrat,Southeast,0.4802557119781926
1996,FLORIDA,Republican,Southeast,0.42324548749668595
1996,FLORIDA,Third_Party,Southeast,0.09649880052512146
1996,GEORGIA,Democrat,Southeast,0.4584146584952188
1996,GEORGIA,Republican,Southeast,0.4701568011469838
1996,GEORGIA,Third_Party,Southeast,0.07142854035779737
1996,HAWAII,Democrat,Pacific,0.5692880151060757
1996,HAWAII,Republican,Pacific,0.3164028657114295
1996,HAWAII,Third_Party,Pacific,0.11430911918249473
1996,IDAHO,Democrat,Rocky Mountain,0.3364638985094903
1996,IDAHO,Republican,Rocky Mountain,0.521841081448249
1996,IDAHO,Third_Party,Rocky Mountain,0.14169502004226056
1996,ILLINOIS,Democrat,Midwest,0.5431527783028726
1996,ILLINOIS,Republican,Midwest,0.3680995298269166
1996,ILLINOIS,Third_Party,Midwest,0.08874769187021081
1996,INDIANA,Democrat,Midwest,0.41557137645749265
1996,INDIANA,Republican,Midwest,0.4714238015651173
1996,INDIANA,Third_Party,Midwest,0.11300482197739005
1996,IOWA,Democrat,Midwest,0.5026096469015254
1996,IOWA,Republican,Midwest,0.3992010210076373
1996,IOWA,Third_Party,Midwest,0.09818933209083726
1996,KANSAS,Democrat,Midwest,0.3608479940426324
1996,KANSAS,Republican,Midwest,0.542907009215303
1996,KANSAS,Third_Party,Midwest,0.0962449967420646
1996,KENTUCKY,Democrat,Southeast,0.4584217848532593
1996,KENTUCKY,Republican,Southeast,0.4488222146052302
1996,KENTUCKY,Third_Party,Southeast,0.09275600054151052
1996,LOUISIANA,Democrat,Southeast,0.5200999574541791
1996,LOUISIANA,Republican,Southeast,0.3994407943231879
1996,LOUISIANA,Third_Party,Southeast,0.08045924822263292
1996,MAINE,Democrat,Northeast,0.5162395588689167
1996,MAINE,Republican,Northeast,0.3076067384390416
1996,MAINE,Third_Party,Northeast,0.17615370269204172
1996,MARYLAND,Democrat,Northeast,0.5425477435186173
1996,MARYLAND,Republican,Northeast,0.38269497492798465
1996,MARYLAND,Third_Party,Northeast,0.07475728155339807
1996,MASSACHUSETTS,Democrat,Northeast,0.614720987115381
1996,MASSACHUSETTS,Republican,Northeast,0.2808799202334166
1996,MASSACHUSETTS,Third_Party,Northeast,0.10439909265120231
1996,MICHIGAN,Democrat,Midwest,0.5169482057469723
1996,MICHIGAN,Republican,Midwest,0.3848459433533809
1996,MICHIGAN,Third_Party,Midwest,0.09820585089964676
1996,MINNESOTA,Democrat,Midwest,0.5110075658200806
1996,MINNESOTA,Republican,Midwest,0.3495542971194422
1996,MINNESOTA,Third_Party,Midwest,0.13943813706047734
1996,MISSISSIPPI,Democrat,Southeast,0.4408110022072882
1996,MISSISSIPPI,Republican,Southeast,0.4920675231049262
1996,MISSISSIPPI,Third_Party,Southeast,0.06712147468778563
1996,MISSOURI,Democrat,Midwest,0.4753957827961623
1996,MISSOURI,Republican,Midwest,0.41241389856190613
1996,MISSOURI,Third_Party,Midwest,0.11219031864193153
1996,MONTANA,Democrat,Rocky Mountain,0.41250064483164367
1996,MONTANA,Republican,Rocky Mountain,0.44131540742305625
1996,MONTANA,Third_Party,Rocky Mountain,0.1461839477453001
1996,NEBRASKA,Democrat,Midwest,0.34950658016134867
1996,NEBRASKA,Republican,Midwest,0.5365499730593506
1996,NEBRASKA,Third_Party,Midwest,0.11394344677930071
1996,NEVADA,Democrat,Rocky Mountain,0.43933496884416484
1996,NEVADA,Republican,Rocky Mountain,0.4291471292046377
1996,NEVADA,Third_Party,Rocky Mountain,0.13151790195119745
1996,NEW HAMPSHIRE,Democrat,Northeast,0.4957057734944029
1996,NEW HAMPSHIRE,Republican,Northeast,0.395664895277257
1996,NEW HAMPSHIRE,Third_Party,Northeast,0.10862933122834009
1996,NEW JERSEY,Democrat,Northeast,0.5372029286118354
1996,NEW JERSEY,Republican,Northeast,0.3586310820388444
1996,NEW JERSEY,Third_Party,Northeast,0.10416598934932018
1996,NEW MEXICO,Democrat,Southwest,0.4918320223567367
1996,NEW MEXICO,Republican,Southwest,0.4185611986893831
1996,NEW MEXICO,Third_Party,Southwest,0.08960677895388024
1996,NEW YORK,Democrat,Northeast,0.5667893903041855
1996,NEW YORK,Republican,Northeast,0.27002207907311687
1996,NEW YORK,Third_Party,Northeast,0.1631885306226976
1996,NORTH CAROLINA,Democrat,Southeast,0.4403553213740164
1996,NORTH CAROLINA,Republican,Southeast,0.4872941366328975
1996,NORTH CAROLINA,Third_Party,Southeast,0.0723505419930861
1996,NORTH DAKOTA,Democrat,Midwest,0.4012784757386144
1996,NORTH DAKOTA,Republican,Midwest,0.46938752528987165
1996,NORTH DAKOTA,Third_Party,Midwest,0.12933399897151396
1996,OHIO,Democrat,Midwest,0.4737574744720069
1996,OHIO,Republican,Midwest,0.4101687222705193
1996,OHIO,Third_Party,Midwest,0.11607380325747381
1996,OKLAHOMA,Democrat,Southwest,0.40449137450247075
1996,OKLAHOMA,Republican,Southwest,0.48256296236139
1996,OKLAHOMA,Third_Party,Southwest,0.11294566313613924
1996,OREGON,Democrat,Pacific,0.4715197131575891
1996,OREGON,Republican,Pacific,0.3905992335384973
1996,OREGON,Third_Party,Pacific,0.1378810533039136
1996,PENNSYLVANIA,Democrat,Northeast,0.492261247677619
1996,PENNSYLVANIA,Republican,Northeast,0.40014355830428805
1996,PENNSYLVANIA,Third_Party,Northeast,0.10759519401809296
1996,RHODE ISLAND,Democrat,Northeast,0.5971858848370392
1996,RHODE ISLAND,Republican,Northeast,0.26824805828103737
1996,RHODE ISLAND,Third_Party,Northeast,0.1345660568819235
1996,SOUTH CAROLINA,Democrat,Southeast,0.44006252923450373
1996,SOUTH CAROLINA,Republican,Southeast,0.498476762807973
1996,SOUTH CAROLINA,Third_Party,Southeast,0.061460707957523245
1996,SOUTH DAKOTA,Democrat,Midwest,0.43027119502448846
1996,SOUTH DAKOTA,Republican,Midwest,0.46488855125900946
1996,SOUTH DAKOTA,Third_Party,Midwest,0.10484025371650207
1996,TENNESSEE,Democrat,Southeast,0.4799871179264085
1996,TENNESSEE,Republican,Southeast,0.4559039757563599
1996,TENNESSEE,Third_Party,Southeast,0.06410890631723161
1996,TEXAS,Democrat,Southwest,0.43831771937065145
1996,TEXAS,Republican,Southwest,0.48758741645050896
1996,TEXAS,Third_Party,Southwest,0.07409486417883956
1996,UTAH,Democrat,Rocky Mountain,0.3329677643251721
1996,UTAH,Republican,Rocky Mountain,0.54371278895601
1996,UTAH,Third_Party,Rocky Mountain,0.12331944671881785
1996,VERMONT,Democrat,Northeast,0.5335443356329489
1996,VERMONT,Republican,Northeast,0.31090079667555304
1996,VERMONT,Third_Party,Northeast,0.15555486769149812
1996,VIRGINIA,Democrat,Southeast,0.45147771163457395
1996,VIRGINIA,Republican,Southeast,0.471046187230049
1996,VIRGINIA,Third_Party,Southeast,0.0774761011353771
1996,WASHINGTON,Democrat,Pacific,0.49840472048333573
1996,WASHINGTON,Republican,Pacific,0.3730136651408243
1996,WASHINGTON,Third_Party,Pacific,0.12858161437583993
1996,WEST VIRGINIA,Democrat,Southeast,0.515055958042859
1996,WEST VIRGINIA,Republican,Southeast,0.3675743449303097
1996,WEST VIRGINIA,Third_Party,Southeast,0.11736969702683127
1996,WISCONSIN,Democrat,Midwest,0.48810952162606797
1996,WISCONSIN,Republican,Midwest,0.3847741225743556
1996,WISCONSIN,Third_Party,Midwest,0.12711635579957645
1996,WYOMING,Democrat,Rocky Mountain,0.3683586124752447
1996,WYOMING,Republican,Rocky Mountain,0.4981211980848037
1996,WYOMING,Third_Party,Rocky Mountain,0.13352018943995161
2000,ALABAMA,Democrat,Southeast,0.4156650294789806
2000,ALABAMA,Republican,Southeast,0.5648375535326765
2000,ALABAMA,Third_Party,Southeast,0.019497416988342838
